Frequency(Hz)	S21_complex
5.648424842484e+09	-5.940382561691e-01-6.596557816001e-01j
5.648544854485e+09	-6.095108592776e-01-6.449072652228e-01j
5.648664866487e+09	-6.246131057696e-01-6.297928611484e-01j
5.648784878488e+09	-6.393247129454e-01-6.143209190171e-01j
5.648904890489e+09	-6.536841243221e-01-5.985111630444e-01j
5.649024902490e+09	-6.676388134258e-01-5.823471830185e-01j
5.649144914491e+09	-6.812057293707e-01-5.658617196766e-01j
5.649264926493e+09	-6.943621582192e-01-5.490678029289e-01j
5.649384938494e+09	-7.070994634095e-01-5.319560189644e-01j
5.649504950495e+09	-7.194205400668e-01-5.145436160556e-01j
5.649624962496e+09	-7.313245071333e-01-4.968614239532e-01j
5.649744974497e+09	-7.427827692016e-01-4.788787878367e-01j
5.649864986499e+09	-7.538032025350e-01-4.606478907863e-01j
5.649984998500e+09	-7.643825068951e-01-4.421542165094e-01j
5.650105010501e+09	-7.745052847584e-01-4.234159813923e-01j
5.650225022502e+09	-7.841618616927e-01-4.044462783307e-01j
5.650345034503e+09	-7.933562291258e-01-3.852471593647e-01j
5.650465046505e+09	-8.020875733414e-01-3.658339256352e-01j
5.650585058506e+09	-8.103503442748e-01-3.462327198818e-01j
5.650705070507e+09	-8.181385412030e-01-3.264393411935e-01j
5.650825082508e+09	-8.254232634829e-01-3.064681309197e-01j
5.650945094509e+09	-8.322426941038e-01-2.863268530314e-01j
5.651065106511e+09	-8.385529412945e-01-2.660390737779e-01j
5.651185118512e+09	-8.443786345735e-01-2.456010014963e-01j
5.651305130513e+09	-8.497039384550e-01-2.250493387344e-01j
5.651425142514e+09	-8.545305606994e-01-2.043828410685e-01j
5.651545154515e+09	-8.588439404913e-01-1.836004564573e-01j
5.651665166517e+09	-8.626780730503e-01-1.627281958138e-01j
5.651785178518e+09	-8.659857293763e-01-1.417626104721e-01j
5.651905190519e+09	-8.687794843506e-01-1.207589252852e-01j
5.652025202520e+09	-8.710600130104e-01-9.968577876720e-02j
5.652145214521e+09	-8.728448773305e-01-7.856820293074e-02j
5.652265226523e+09	-8.741178288571e-01-5.741573736882e-02j
5.652385238524e+09	-8.748534087599e-01-3.625206722441e-02j
5.652505250525e+09	-8.751147083182e-01-1.508939437692e-02j
5.652625262526e+09	-8.748328239165e-01+6.081635707335e-03j
5.652745274527e+09	-8.740551460330e-01+2.723231628247e-02j
5.652865286529e+09	-8.727605357130e-01+4.833950287120e-02j
5.652985298530e+09	-8.709496865737e-01+6.940902198663e-02j
5.653105310531e+09	-8.686413600070e-01+9.041705165674e-02j
5.653225322532e+09	-8.658147594732e-01+1.113519610914e-01j
5.653345334533e+09	-8.624847613700e-01+1.322163111732e-01j
5.653465346535e+09	-8.586437082362e-01+1.529939578001e-01j
5.653585358536e+09	-8.543171132198e-01+1.736589899689e-01j
5.653705370537e+09	-8.494961749224e-01+1.941891536235e-01j
5.653825382538e+09	-8.441545816527e-01+2.146107881308e-01j
5.653945394539e+09	-8.383503309971e-01+2.348778492641e-01j
5.654065406541e+09	-8.320381287804e-01+2.550049616400e-01j
5.654185418542e+09	-8.252431511851e-01+2.749672554872e-01j
5.654305430543e+09	-8.179806179059e-01+2.947268131227e-01j
5.654425442544e+09	-8.102261946924e-01+3.143242649694e-01j
5.654545454545e+09	-8.020206033347e-01+3.337124021926e-01j
5.654665466547e+09	-7.933392215427e-01+3.528953137074e-01j
5.654785478548e+09	-7.841971119567e-01+3.718324137784e-01j
5.654905490549e+09	-7.746120654655e-01+3.905671833968e-01j
5.655025502550e+09	-7.645707904045e-01+4.090301712412e-01j
5.655145514551e+09	-7.540799955831e-01+4.272561917363e-01j
5.655265526553e+09	-7.431686937343e-01+4.452049008668e-01j
5.655385538554e+09	-7.318162819840e-01+4.628800846330e-01j
5.655505550555e+09	-7.200477164737e-01+4.802688915809e-01j
5.655625562556e+09	-7.078712253656e-01+4.973579923870e-01j
5.655745574557e+09	-6.952702475548e-01+5.141363317614e-01j
5.655865586559e+09	-6.822817785297e-01+5.306110226658e-01j
5.655985598560e+09	-6.689023350434e-01+5.467535940565e-01j
5.656105610561e+09	-6.551486297529e-01+5.625574257530e-01j
5.656225622562e+09	-6.410040325676e-01+5.780192378334e-01j
5.656345634563e+09	-6.264938588672e-01+5.931341410958e-01j
5.656465646565e+09	-6.116258328217e-01+6.078714437091e-01j
5.656585658566e+09	-5.964206790886e-01+6.222520204696e-01j
5.656705670567e+09	-5.808592763694e-01+6.362516325173e-01j
5.656825682568e+09	-5.649950991738e-01+6.498655530925e-01j
5.656945694569e+09	-5.487919144070e-01+6.630639657726e-01j
5.657065706571e+09	-5.322789720579e-01+6.758808634709e-01j
5.657185718572e+09	-5.154595290839e-01+6.882870972179e-01j
5.657305730573e+09	-4.983583923517e-01+7.002663473828e-01j
5.657425742574e+09	-4.809773502524e-01+7.118327444599e-01j
5.657545754575e+09	-4.633268605982e-01+7.229545803427e-01j
5.657665766577e+09	-4.454213713888e-01+7.336353577362e-01j
5.657785778578e+09	-4.272683640261e-01+7.438979838656e-01j
5.657905790579e+09	-4.088668878282e-01+7.536992728351e-01j
5.658025802580e+09	-3.902420059068e-01+7.630616233993e-01j
5.658145814581e+09	-3.714051120864e-01+7.719372851215e-01j
5.658265826583e+09	-3.523605620430e-01+7.803664037168e-01j
5.658385838584e+09	-3.331301154641e-01+7.883215003505e-01j
5.658505850585e+09	-3.137278607718e-01+7.957873004501e-01j
5.658625862586e+09	-2.941414726823e-01+8.028032340438e-01j
5.658745874587e+09	-2.744111550970e-01+8.093173592910e-01j
5.658865886589e+09	-2.545228901054e-01+8.153600541990e-01j
5.658985898590e+09	-2.345037183882e-01+8.209159077280e-01j
5.659105910591e+09	-2.143801096682e-01+8.259716824036e-01j
5.659225922592e+09	-1.941172416903e-01+8.305421477178e-01j
5.659345934593e+09	-1.737861515973e-01+8.346126065473e-01j
5.659465946595e+09	-1.533563602886e-01+8.381746538259e-01j
5.659585958596e+09	-1.328625383200e-01+8.412527811756e-01j
5.659705970597e+09	-1.122898449461e-01+8.438240831657e-01j
5.659825982598e+09	-9.168733431827e-02+8.458751972911e-01j
5.659945994599e+09	-7.104101116316e-02+8.474408064975e-01j
5.660066006601e+09	-5.037297070065e-02+8.485053455882e-01j
5.660186018602e+09	-2.968299906990e-02+8.490655537276e-01j
5.660306030603e+09	-9.019329076261e-03+8.491127636636e-01j
5.660426042604e+09	1.165680754794e-02+8.486714364691e-01j
5.660546054605e+09	3.229464001654e-02+8.477120910583e-01j
5.660666066607e+09	5.288681550797e-02+8.462517383182e-01j
5.660786078608e+09	7.344072790938e-02+8.442946289843e-01j
5.660906090609e+09	9.393248322972e-02+8.418458904395e-01j
5.661026102610e+09	1.143474319372e-01+8.388749869490e-01j
5.661146114611e+09	1.346723946706e-01+8.354244442955e-01j
5.661266126613e+09	1.549027172780e-01+8.314870570604e-01j
5.661386138614e+09	1.750217742839e-01+8.270559968799e-01j
5.661506150615e+09	1.950141158152e-01+8.221275092918e-01j
5.661626162616e+09	2.148778627679e-01+8.167224299774e-01j
5.661746174617e+09	2.345799297833e-01+8.108371228067e-01j
5.661866186619e+09	2.541386439023e-01+8.044880244940e-01j
5.661986198620e+09	2.735379917453e-01+7.976476206552e-01j
5.662106210621e+09	2.927402448893e-01+7.903381847046e-01j
5.662226222622e+09	3.117488961585e-01+7.825811969352e-01j
5.662346234623e+09	3.305689128412e-01+7.743519764870e-01j
5.662466246625e+09	3.491520122415e-01+7.656876614912e-01j
5.662586258626e+09	3.675309392530e-01+7.565544969035e-01j
5.662706270627e+09	3.856713459150e-01+7.469920398865e-01j
5.662826282628e+09	4.035477818266e-01+7.369913674757e-01j
5.662946294629e+09	4.211828175978e-01+7.265755808179e-01j
5.663066306631e+09	4.385509961295e-01+7.157137813255e-01j
5.663186318632e+09	4.556335137057e-01+7.044445937032e-01j
5.663306330633e+09	4.724347195325e-01+6.927706986440e-01j
5.663426342634e+09	4.889387061219e-01+6.806997504276e-01j
5.663546354635e+09	5.051331116597e-01+6.682245071690e-01j
5.663666366637e+09	5.210054498752e-01+6.553706823602e-01j
5.663786378638e+09	5.365498519835e-01+6.421276787018e-01j
5.663906390639e+09	5.517794203962e-01+6.285283010489e-01j
5.664026402640e+09	5.666398460348e-01+6.145740900154e-01j
5.664146414641e+09	5.811679892187e-01+6.002456575255e-01j
5.664266426643e+09	5.953309176769e-01+5.855943567220e-01j
5.664386438644e+09	6.091166595079e-01+5.705929273727e-01j
5.664506450645e+09	6.225399000604e-01+5.552719252248e-01j
5.664626462646e+09	6.355654235352e-01+5.396454069999e-01j
5.664746474647e+09	6.482138821895e-01+5.236899246497e-01j
5.664866486649e+09	6.604551564485e-01+5.074550225716e-01j
5.664986498650e+09	6.722932534471e-01+4.909341586079e-01j
5.665106510651e+09	6.837042247782e-01+4.741308303535e-01j
5.665226522652e+09	6.947097009925e-01+4.570711847431e-01j
5.665346534653e+09	7.052813271121e-01+4.397332847833e-01j
5.665466546655e+09	7.154386691910e-01+4.221781516880e-01j
5.665586558656e+09	7.251433971449e-01+4.043627086734e-01j
5.665706570657e+09	7.344133967125e-01+3.863464521964e-01j
5.665826582658e+09	7.432331841325e-01+3.681054319286e-01j
5.665946594659e+09	7.515969332336e-01+3.496590044275e-01j
5.666066606661e+09	7.595172666510e-01+3.310283899180e-01j
5.666186618662e+09	7.669495246331e-01+3.122286591096e-01j
5.666306630663e+09	7.739403171112e-01+2.932582727346e-01j
5.666426642664e+09	7.804624150462e-01+2.741250103246e-01j
5.666546654665e+09	7.865058500781e-01+2.548398091064e-01j
5.666666666667e+09	7.920653114858e-01+2.354269853459e-01j
5.666786678668e+09	7.971549109973e-01+2.159081387994e-01j
5.666906690669e+09	8.017659460420e-01+1.962747133135e-01j
5.667026702670e+09	8.058864101706e-01+1.765242960227e-01j
5.667146714671e+09	8.095300311511e-01+1.567014438819e-01j
5.667266726673e+09	8.126845923983e-01+1.368151822067e-01j
5.667386738674e+09	8.153411516809e-01+1.168497457457e-01j
5.667506750675e+09	8.175112652214e-01+9.685539783781e-02j
5.667626762676e+09	8.191936441741e-01+7.682697375550e-02j
5.667746774677e+09	8.203822631420e-01+5.675296864875e-02j
5.667866786679e+09	8.210868544667e-01+3.667681536453e-02j
5.667986798680e+09	8.212868327068e-01+1.658175411019e-02j
5.668106810681e+09	8.210037665056e-01-3.469363666270e-03j
5.668226822682e+09	8.202315655315e-01-2.352489387681e-02j
5.668346834683e+09	8.189728849260e-01-4.353465867337e-02j
5.668466846685e+09	8.172196575452e-01-6.350699929463e-02j
5.668586858686e+09	8.149700556706e-01-8.342155666543e-02j
5.668706870687e+09	8.122593832887e-01-1.032502448587e-01j
5.668826882688e+09	8.090532506138e-01-1.229951355021e-01j
5.668946894689e+09	8.053646144883e-01-1.426651142084e-01j
5.669066906691e+09	8.011960540923e-01-1.622156393046e-01j
5.669186918692e+09	7.965614629419e-01-1.816510946798e-01j
5.669306930693e+09	7.914673956791e-01-2.009509145580e-01j
5.669426942694e+09	7.858811942066e-01-2.201153256689e-01j
5.669546954695e+09	7.798398080745e-01-2.391240219058e-01j
5.669666966697e+09	7.733317873669e-01-2.579749363267e-01j
5.669786978698e+09	7.663786196769e-01-2.766577464497e-01j
5.669906990699e+09	7.589760548244e-01-2.951483611345e-01j
5.670027002700e+09	7.511128590421e-01-3.134332518805e-01j
5.670147014701e+09	7.428147642517e-01-3.315237697720e-01j
5.670267026703e+09	7.340885697154e-01-3.493849202578e-01j
5.670387038704e+09	7.249149842288e-01-3.670268115692e-01j
5.670507050705e+09	7.153377717091e-01-3.844411412938e-01j
5.670627062706e+09	7.053404022274e-01-4.015805112368e-01j
5.670747074707e+09	6.949191996832e-01-4.184760831530e-01j
5.670867086709e+09	6.841093303970e-01-4.351000257311e-01j
5.670987098710e+09	6.728929037629e-01-4.514515306178e-01j
5.671107110711e+09	6.612892287982e-01-4.675177659928e-01j
5.671227122712e+09	6.492991794454e-01-4.832776651046e-01j
5.671347134713e+09	6.369336242992e-01-4.987304928577e-01j
5.671467146715e+09	6.242059583995e-01-5.138683975101e-01j
5.671587158716e+09	6.111025989107e-01-5.286941449894e-01j
5.671707170717e+09	5.976684033284e-01-5.431712869648e-01j
5.671827182718e+09	5.838852442686e-01-5.573142856177e-01j
5.671947194719e+09	5.697633197413e-01-5.711099360525e-01j
5.672067206721e+09	5.553101313152e-01-5.845479486747e-01j
5.672187218722e+09	5.405497813812e-01-5.976178025304e-01j
5.672307230723e+09	5.254794056442e-01-6.103204300306e-01j
5.672427242724e+09	5.101176373859e-01-6.226357653160e-01j
5.672547254725e+09	4.944601117312e-01-6.345771734037e-01j
5.672667266727e+09	4.785164866926e-01-6.461217140890e-01j
5.672787278728e+09	4.623115754414e-01-6.572594512003e-01j
5.672907290729e+09	4.458559293361e-01-6.679912084023e-01j
5.673027302730e+09	4.291302316045e-01-6.783222206905e-01j
5.673147314731e+09	4.121904653136e-01-6.882264553330e-01j
5.673267326733e+09	3.950090580582e-01-6.977042649233e-01j
5.673387338734e+09	3.776183856039e-01-7.067767394444e-01j
5.673507350735e+09	3.600112860631e-01-7.153888939690e-01j
5.673627362736e+09	3.422131701767e-01-7.235792808492e-01j
5.673747374737e+09	3.242327042374e-01-7.313266183932e-01j
5.673867386739e+09	3.060788203424e-01-7.386126914948e-01j
5.673987398740e+09	2.877632723509e-01-7.454675367678e-01j
5.674107410741e+09	2.692856791686e-01-7.518516048397e-01j
5.674227422742e+09	2.506730244469e-01-7.577821911664e-01j
5.674347434743e+09	2.319341953534e-01-7.632524347575e-01j
5.674467446745e+09	2.130657389487e-01-7.682700114523e-01j
5.674587458746e+09	1.941044307508e-01-7.728076680448e-01j
5.674707470747e+09	1.750429280024e-01-7.768983163148e-01j
5.674827482748e+09	1.559099699027e-01-7.804940187588e-01j
5.674947494749e+09	1.366898352088e-01-7.836341781071e-01j
5.675067506751e+09	1.174067602020e-01-7.862962464301e-01j
5.675187518752e+09	9.808860967842e-02-7.884822111300e-01j
5.675307530753e+09	7.873669893418e-02-7.902085275764e-01j
5.675427542754e+09	5.934973593521e-02-7.914448943016e-01j
5.675547554755e+09	3.993649271395e-02-7.922068159825e-01j
5.675667566757e+09	2.053527402644e-02-7.925010039616e-01j
5.675787578758e+09	1.148561376686e-03-7.923083113952e-01j
5.675907590759e+09	-1.822098270282e-02-7.916554142942e-01j
5.676027602760e+09	-3.754928002629e-02-7.905287002285e-01j
5.676147614761e+09	-5.684681683863e-02-7.889134656756e-01j
5.676267626763e+09	-7.608418520891e-02-7.868362834637e-01j
5.676387638764e+09	-9.526036908688e-02-7.842999758672e-01j
5.676507650765e+09	-1.143312401258e-01-7.812917429249e-01j
5.676627662766e+09	-1.333424716698e-01-7.778158370605e-01j
5.676747674767e+09	-1.522284467400e-01-7.738856583078e-01j
5.676867686769e+09	-1.710220394820e-01-7.694854743837e-01j
5.676987698770e+09	-1.896824771516e-01-7.646432369695e-01j
5.677107710771e+09	-2.082053904332e-01-7.593412649281e-01j
5.677227722772e+09	-2.265887332375e-01-7.535849745786e-01j
5.677347734773e+09	-2.448203349221e-01-7.473950599531e-01j
5.677467746775e+09	-2.628672519832e-01-7.407582525713e-01j
5.677587758776e+09	-2.807391523984e-01-7.336855329323e-01j
5.677707770777e+09	-2.984269605325e-01-7.261863663778e-01j
5.677827782778e+09	-3.159104394904e-01-7.182657387692e-01j
5.677947794779e+09	-3.331947260075e-01-7.099125546154e-01j
5.678067806781e+09	-3.502570241358e-01-7.011510371988e-01j
5.678187818782e+09	-3.670990671369e-01-6.919689009054e-01j
5.678307830783e+09	-3.836831662291e-01-6.824076500713e-01j
5.678427842784e+09	-4.000178421098e-01-6.724252347594e-01j
5.678547854785e+09	-4.161009670336e-01-6.620631601309e-01j
5.678667866787e+09	-4.319368383736e-01-6.513320674747e-01j
5.678787878788e+09	-4.474772463784e-01-6.401942782985e-01j
5.678907890789e+09	-4.627265048394e-01-6.287057445710e-01j
5.679027902790e+09	-4.776726466451e-01-6.168456390260e-01j
5.679147914791e+09	-4.923343888862e-01-6.046344033731e-01j
5.679267926793e+09	-5.066855370116e-01-5.920775787015e-01j
5.679387938794e+09	-5.207074618121e-01-5.791833133289e-01j
5.679507950795e+09	-5.343832844468e-01-5.659582521608e-01j
5.679627962796e+09	-5.477541703870e-01-5.523957964844e-01j
5.679747974797e+09	-5.607870567135e-01-5.385317936133e-01j
5.679867986799e+09	-5.734496191592e-01-5.243644231063e-01j
5.679987998800e+09	-5.857592403982e-01-5.098959084985e-01j
5.680108010801e+09	-5.977040096504e-01-4.951391998864e-01j
5.680228022802e+09	-6.092734848397e-01-4.801010219390e-01j
5.680348034803e+09	-6.204776013663e-01-4.647892745938e-01j
5.680468046805e+09	-6.312774456717e-01-4.492282252717e-01j
5.680588058806e+09	-6.417039496409e-01-4.334231629094e-01j
5.680708070807e+09	-6.517295882748e-01-4.173681542651e-01j
5.680828082808e+09	-6.613553454149e-01-4.010801744709e-01j
5.680948094809e+09	-6.705810993196e-01-3.845795537649e-01j
5.681068106811e+09	-6.793842953712e-01-3.678648273043e-01j
5.681188118812e+09	-6.877770463294e-01-3.509426503399e-01j
5.681308130813e+09	-6.957393931153e-01-3.338271921898e-01j
5.681428142814e+09	-7.032977556675e-01-3.165634871357e-01j
5.681548154815e+09	-7.104035637063e-01-2.991073941358e-01j
5.681668166817e+09	-7.170982114413e-01-2.814932088890e-01j
5.681788178818e+09	-7.233329175917e-01-2.637428280211e-01j
5.681908190819e+09	-7.291384177948e-01-2.458448522569e-01j
5.682028202820e+09	-7.345058312362e-01-2.278222330581e-01j
5.682148214821e+09	-7.394190585294e-01-2.096916535665e-01j
5.682268226823e+09	-7.438875518552e-01-1.914562630784e-01j
5.682388238824e+09	-7.479276558962e-01-1.731365173408e-01j
5.682508250825e+09	-7.514904087711e-01-1.547175402063e-01j
5.682628262826e+09	-7.546163493423e-01-1.362288668003e-01j
5.682748274827e+09	-7.572790427538e-01-1.176865071336e-01j
5.682868286829e+09	-7.594911886357e-01-9.910100447154e-02j
5.682988298830e+09	-7.612342682429e-01-8.047224770901e-02j
5.683108310831e+09	-7.625507096260e-01-6.183095467061e-02j
5.683228322832e+09	-7.633860782419e-01-4.317229905596e-02j
5.683348334833e+09	-7.637693487908e-01-2.448097748816e-02j
5.683468346835e+09	-7.637041642811e-01-5.828023038280e-03j
5.683588358836e+09	-7.631716172534e-01+1.281399690621e-02j
5.683708370837e+09	-7.621895433588e-01+3.141717606443e-02j
5.683828382838e+09	-7.607565202711e-01+4.999635193432e-02j
5.683948394839e+09	-7.588746241526e-01+6.850638762993e-02j
5.684068406841e+09	-7.565402720343e-01+8.697288746614e-02j
5.684188418842e+09	-7.537523315782e-01+1.053486426996e-01j
5.684308430843e+09	-7.505271250701e-01+1.236421945677e-01j
5.684428442844e+09	-7.468628120232e-01+1.418480955028e-01j
5.684548454845e+09	-7.427485094186e-01+1.599454564345e-01j
5.684668466847e+09	-7.381958885163e-01+1.779274519469e-01j
5.684788478848e+09	-7.332080428030e-01+1.957630892417e-01j
5.684908490849e+09	-7.277953398142e-01+2.134818790915e-01j
5.685028502850e+09	-7.219521959266e-01+2.310438320276e-01j
5.685148514851e+09	-7.156959789990e-01+2.484485580318e-01j
5.685268526853e+09	-7.089995722704e-01+2.656875531259e-01j
5.685388538854e+09	-7.019019538975e-01+2.827414687312e-01j
5.685508550855e+09	-6.944020359787e-01+2.996042277088e-01j
5.685628562856e+09	-6.864945735615e-01+3.162845835478e-01j
5.685748574857e+09	-6.781882368047e-01+3.327463286377e-01j
5.685868586859e+09	-6.694796455380e-01+3.489864070744e-01j
5.685988598860e+09	-6.603941329828e-01+3.649987389116e-01j
5.686108610861e+09	-6.509177535242e-01+3.807820113710e-01j
5.686228622862e+09	-6.410610182818e-01+3.963131102166e-01j
5.686348634863e+09	-6.308615250217e-01+4.115995891795e-01j
5.686468646865e+09	-6.202723657053e-01+4.266220063694e-01j
5.686588658866e+09	-6.093324911705e-01+4.413479589874e-01j
5.686708670867e+09	-5.980452335930e-01+4.558283313904e-01j
5.686828682868e+09	-5.864202851107e-01+4.699837425631e-01j
5.686948694869e+09	-5.744460238717e-01+4.838680556337e-01j
5.687068706871e+09	-5.621665735197e-01+4.974555224829e-01j
5.687188718872e+09	-5.495726464374e-01+5.107182284580e-01j
5.687308730873e+09	-5.366397631262e-01+5.236537281784e-01j
5.687428742874e+09	-5.234315527377e-01+5.362787855286e-01j
5.687548754875e+09	-5.099027803520e-01+5.485501781486e-01j
5.687668766877e+09	-4.961029395571e-01+5.604901992757e-01j
5.687788778878e+09	-4.820231651812e-01+5.720971404944e-01j
5.687908790879e+09	-4.676733173686e-01+5.833442866185e-01j
5.688028802880e+09	-4.530625938041e-01+5.942109784928e-01j
5.688148814881e+09	-4.382054413423e-01+6.047231946897e-01j
5.688268826883e+09	-4.231032734008e-01+6.148777014912e-01j
5.688388838884e+09	-4.077728433714e-01+6.246540708786e-01j
5.688508850885e+09	-3.922053759451e-01+6.340298663780e-01j
5.688628862886e+09	-3.764405050743e-01+6.430207377109e-01j
5.688748874887e+09	-3.604534903908e-01+6.516399140107e-01j
5.688868886889e+09	-3.442929172448e-01+6.598397933995e-01j
5.688988898890e+09	-3.279327319078e-01+6.676422988140e-01j
5.689108910891e+09	-3.114039511279e-01+6.750540715466e-01j
5.689228922892e+09	-2.947108316471e-01+6.820376749635e-01j
5.689348934893e+09	-2.778572481786e-01+6.886235456259e-01j
5.689468946895e+09	-2.608638284549e-01+6.947918462135e-01j
5.689588958896e+09	-2.437369766505e-01+7.005319873023e-01j
5.689708970897e+09	-2.264922107071e-01+7.058560030614e-01j
5.689828982898e+09	-2.091315419158e-01+7.107565048858e-01j
5.689948994899e+09	-1.916673397295e-01+7.152283646969e-01j
5.690069006901e+09	-1.741084125364e-01+7.192799407621e-01j
5.690189018902e+09	-1.564673822999e-01+7.228796172030e-01j
5.690309030903e+09	-1.387558279330e-01+7.260700431507e-01j
5.690429042904e+09	-1.209913483498e-01+7.288275850857e-01j
5.690549054905e+09	-1.031553890745e-01+7.311375607950e-01j
5.690669066907e+09	-8.530661155493e-02+7.330091743320e-01j
5.690789078908e+09	-6.741950200537e-02+7.344576625565e-01j
5.690909090909e+09	-4.950253925635e-02+7.354662749366e-01j
5.691029102910e+09	-3.159325924779e-02+7.360471033210e-01j
5.691149114911e+09	-1.367365081601e-02+7.361741102486e-01j
5.691269126913e+09	4.216491809947e-03+7.358722258537e-01j
5.691389138914e+09	2.209473117860e-02+7.351379314508e-01j
5.691509150915e+09	3.994144169838e-02+7.339685649958e-01j
5.691629162916e+09	5.773410586213e-02+7.323779617277e-01j
5.691749174917e+09	7.547718183558e-02+7.303513028648e-01j
5.691869186919e+09	9.313867981733e-02+7.278986328234e-01j
5.691989198920e+09	1.107369233189e-01+7.250144463273e-01j
5.692109210921e+09	1.282409180189e-01+7.217037174142e-01j
5.692229222922e+09	1.456651802510e-01+7.179700738963e-01j
5.692349234923e+09	1.629673124732e-01+7.138293302885e-01j
5.692469246925e+09	1.801492353274e-01+7.092678637492e-01j
5.692589258926e+09	1.972156727532e-01+7.042759851217e-01j
5.692709270927e+09	2.141441645134e-01+6.989070886016e-01j
5.692829282928e+09	2.309114252073e-01+6.931033384667e-01j
5.692949294929e+09	2.475324935886e-01+6.869108885985e-01j
5.693069306931e+09	2.640009919094e-01+6.803238389740e-01j
5.693189318932e+09	2.802779435651e-01+6.733419140334e-01j
5.693309330933e+09	2.963816827620e-01+6.659722721591e-01j
5.693429342934e+09	3.122760446703e-01+6.582295127782e-01j
5.693549354935e+09	3.279748673008e-01+6.500875846964e-01j
5.693669366937e+09	3.434647429340e-01+6.415895813989e-01j
5.693789378938e+09	3.587267324218e-01+6.327109673167e-01j
5.693909390939e+09	3.737715637689e-01+6.234776757760e-01j
5.694029402940e+09	3.885638614894e-01+6.138973772750e-01j
5.694149414941e+09	4.031291536007e-01+6.039497254499e-01j
5.694269426943e+09	4.174162717123e-01+5.936778393574e-01j
5.694389438944e+09	4.314654371264e-01+5.830564491169e-01j
5.694509450945e+09	4.452330925644e-01+5.721204530176e-01j
5.694629462946e+09	4.587212503560e-01+5.608393154521e-01j
5.694749474947e+09	4.719169790981e-01+5.492655273065e-01j
5.694869486949e+09	4.848116913297e-01+5.373606977816e-01j
5.694989498950e+09	4.974348111951e-01+5.251711242825e-01j
5.695109510951e+09	5.097289821977e-01+5.126857842278e-01j
5.695229522952e+09	5.217216639884e-01+4.999130852310e-01j
5.695349534953e+09	5.333941226005e-01+4.868465904518e-01j
5.695469546955e+09	5.447368082029e-01+4.735360030682e-01j
5.695589558956e+09	5.557376660729e-01+4.599466254649e-01j
5.695709570957e+09	5.664098786300e-01+4.461180527158e-01j
5.695829582958e+09	5.767303988069e-01+4.320286410564e-01j
5.695949594959e+09	5.867100864559e-01+4.177215048202e-01j
5.696069606961e+09	5.963344955534e-01+4.031713511138e-01j
5.696189618962e+09	6.055931661422e-01+3.884019775400e-01j
5.696309630963e+09	6.144764205910e-01+3.734268038967e-01j
5.696429642964e+09	6.229962573621e-01+3.582455973389e-01j
5.696549654965e+09	6.311550219061e-01+3.428881609909e-01j
5.696669666967e+09	6.389269262412e-01+3.273444397518e-01j
5.696789678968e+09	6.462986102317e-01+3.116266638606e-01j
5.696909690969e+09	6.532967102028e-01+2.957294334119e-01j
5.697029702970e+09	6.599082105690e-01+2.796904972373e-01j
5.697149714971e+09	6.661351739714e-01+2.635132964270e-01j
5.697269726973e+09	6.719493001860e-01+2.471940637064e-01j
5.697389738974e+09	6.773670391576e-01+2.307483431441e-01j
5.697509750975e+09	6.823908041066e-01+2.141894706969e-01j
5.697629762976e+09	6.870050872265e-01+1.975332560361e-01j
5.697749774977e+09	6.912127681503e-01+1.807702686474e-01j
5.697869786979e+09	6.949979502951e-01+1.639186075164e-01j
5.697989798980e+09	6.983939419953e-01+1.470017308568e-01j
5.698109810981e+09	7.013791878359e-01+1.300107148066e-01j
5.698229822982e+09	7.039390112598e-01+1.129770195683e-01j
5.698349834983e+09	7.060915518427e-01+9.588918440145e-02j
5.698469846985e+09	7.078371983263e-01+7.876176824552e-02j
5.698589858986e+09	7.091572039945e-01+6.160969650078e-02j
5.698709870987e+09	7.100610248025e-01+4.443782511333e-02j
5.698829882988e+09	7.105590654737e-01+2.726223609854e-02j
5.698949894989e+09	7.106368698221e-01+1.010397356148e-02j
5.699069906991e+09	7.102991563262e-01-7.046381004037e-03j
5.699189918992e+09	7.095507414913e-01-2.418188301424e-02j
5.699309930993e+09	7.083966708239e-01-4.126556680596e-02j
5.699429942994e+09	7.068251442273e-01-5.832338409138e-02j
5.699549954995e+09	7.048472837667e-01-7.532042686288e-02j
5.699669966997e+09	7.024577422067e-01-9.225088957656e-02j
5.699789978998e+09	6.996676113658e-01-1.091102917915e-01j
5.699909990999e+09	6.964845978508e-01-1.258834980078e-01j
5.700030003000e+09	6.928874628668e-01-1.425697707291e-01j
5.700150015002e+09	6.888876053696e-01-1.591517992214e-01j
5.700270027003e+09	6.844908457418e-01-1.756355678475e-01j
5.700390039004e+09	6.797168636296e-01-1.919704715809e-01j
5.700510051005e+09	6.745396110572e-01-2.081918018696e-01j
5.700630063006e+09	6.689951694761e-01-2.242650841884e-01j
5.700750075008e+09	6.630591613485e-01-2.402047101568e-01j
5.700870087009e+09	6.567462313192e-01-2.559813146917e-01j
5.700990099010e+09	6.500503856006e-01-2.715828654299e-01j
5.701110111011e+09	6.430121139884e-01-2.870226547535e-01j
5.701230123012e+09	6.355841954216e-01-3.022559046614e-01j
5.701350135014e+09	6.278082399005e-01-3.173075054822e-01j
5.701470147015e+09	6.196702094594e-01-3.321665454932e-01j
