Frequency(Hz)	S21_complex
4.937953795380e+09	-1.537659437799e-01-6.170922591784e-01j
4.938073807381e+09	-1.689009327768e-01-6.124607640666e-01j
4.938193819382e+09	-1.838978819194e-01-6.074632750230e-01j
4.938313831383e+09	-1.987571353412e-01-6.020904414276e-01j
4.938433843384e+09	-2.134517854661e-01-5.963682214330e-01j
4.938553855386e+09	-2.279922323159e-01-5.902805415231e-01j
4.938673867387e+09	-2.423563653515e-01-5.838372649204e-01j
4.938793879388e+09	-2.565473738664e-01-5.770452578572e-01j
4.938913891389e+09	-2.705383121581e-01-5.699255174212e-01j
4.939033903390e+09	-2.843344860105e-01-5.624494615316e-01j
4.939153915392e+09	-2.979314382948e-01-5.546410890618e-01j
4.939273927393e+09	-3.113108352250e-01-5.465145772996e-01j
4.939393939394e+09	-3.244765528842e-01-5.380583134767e-01j
4.939513951395e+09	-3.374041431907e-01-5.292954290042e-01j
4.939633963396e+09	-3.501080668282e-01-5.202047032254e-01j
4.939753975398e+09	-3.625603663461e-01-5.108168998317e-01j
4.939873987399e+09	-3.747582825053e-01-5.011365476787e-01j
4.939993999400e+09	-3.867067073975e-01-4.911729238791e-01j
4.940114011401e+09	-3.983731498018e-01-4.809213036686e-01j
4.940234023402e+09	-4.097868003474e-01-4.703873055315e-01j
4.940354035404e+09	-4.209180337615e-01-4.595981605216e-01j
4.940474047405e+09	-4.317747851725e-01-4.485327077086e-01j
4.940594059406e+09	-4.423448497203e-01-4.372158749099e-01j
4.940714071407e+09	-4.525891714707e-01-4.256569280777e-01j
4.940834083408e+09	-4.625513395285e-01-4.138591234982e-01j
4.940954095410e+09	-4.722098431344e-01-4.018194597453e-01j
4.941074107411e+09	-4.815475283072e-01-3.895699873236e-01j
4.941194119412e+09	-4.905596381008e-01-3.771037463150e-01j
4.941314131413e+09	-4.992593841291e-01-3.644277292261e-01j
4.941434143414e+09	-5.076430150655e-01-3.515550459822e-01j
4.941554155416e+09	-5.156685425227e-01-3.384791072703e-01j
4.941674167417e+09	-5.233818670308e-01-3.252527759485e-01j
4.941794179418e+09	-5.307443299699e-01-3.118243811280e-01j
4.941914191419e+09	-5.377647556774e-01-2.982359429095e-01j
4.942034203420e+09	-5.444333069631e-01-2.845066794225e-01j
4.942154215422e+09	-5.507637559497e-01-2.706178099863e-01j
4.942274227423e+09	-5.567321987068e-01-2.566002600067e-01j
4.942394239424e+09	-5.623355598147e-01-2.424417834207e-01j
4.942514251425e+09	-5.675926389883e-01-2.281846365619e-01j
4.942634263426e+09	-5.724766950928e-01-2.138013555540e-01j
4.942754275428e+09	-5.770066081547e-01-1.993248115216e-01j
4.942874287429e+09	-5.811717281651e-01-1.847412161192e-01j
4.942994299430e+09	-5.849534561973e-01-1.700967068375e-01j
4.943114311431e+09	-5.883823586527e-01-1.553588507209e-01j
4.943234323432e+09	-5.914402792425e-01-1.405696299030e-01j
4.943354335434e+09	-5.941130885328e-01-1.257206772111e-01j
4.943474347435e+09	-5.964203678941e-01-1.108282292937e-01j
4.943594359436e+09	-5.983585383309e-01-9.591265892527e-02j
4.943714371437e+09	-5.999139757961e-01-8.095705291293e-02j
4.943834383438e+09	-6.011150753423e-01-6.598391065919e-02j
4.943954395440e+09	-6.019293335882e-01-5.100313823795e-02j
4.944074407441e+09	-6.023568913567e-01-3.602732482994e-02j
4.944194419442e+09	-6.024429876029e-01-2.105116783261e-02j
4.944314431443e+09	-6.021253506347e-01-6.107446600822e-03j
4.944434443444e+09	-6.014688089970e-01+8.806699670755e-03j
4.944554455446e+09	-6.004221576933e-01+2.369572244618e-02j
4.944674467447e+09	-5.990240907775e-01+3.852441507567e-02j
4.944794479448e+09	-5.972554679598e-01+5.329442709331e-02j
4.944914491449e+09	-5.951091612082e-01+6.800061992122e-02j
4.945034503450e+09	-5.926008585938e-01+8.265091511645e-02j
4.945154515452e+09	-5.897540140658e-01+9.719364061562e-02j
4.945274527453e+09	-5.865270367623e-01+1.116473792098e-01j
4.945394539454e+09	-5.829635316029e-01+1.260219350310e-01j
4.945514551455e+09	-5.790465855869e-01+1.402641897648e-01j
4.945634563456e+09	-5.747885274656e-01+1.543927824612e-01j
4.945754575458e+09	-5.701703037812e-01+1.684003072783e-01j
4.945874587459e+09	-5.652086472528e-01+1.822793954605e-01j
4.945994599460e+09	-5.599282902622e-01+1.960031524997e-01j
4.946114611461e+09	-5.543049579369e-01+2.095803839178e-01j
4.946234623462e+09	-5.483539402758e-01+2.230003010945e-01j
4.946354635464e+09	-5.420848884846e-01+2.362416183164e-01j
4.946474647465e+09	-5.354996800955e-01+2.493257326636e-01j
4.946594659466e+09	-5.285910042139e-01+2.622092865610e-01j
4.946714671467e+09	-5.213773833847e-01+2.749140156271e-01j
4.946834683468e+09	-5.138547488936e-01+2.874236419328e-01j
4.946954695470e+09	-5.060411716477e-01+2.997178902926e-01j
4.947074707471e+09	-4.979332722761e-01+3.118075366673e-01j
4.947194719472e+09	-4.895493530362e-01+3.236833148982e-01j
4.947314731473e+09	-4.808644216431e-01+3.353173373616e-01j
4.947434743474e+09	-4.718995462691e-01+3.467369723124e-01j
4.947554755476e+09	-4.626877545876e-01+3.579176137224e-01j
4.947674767477e+09	-4.532071158410e-01+3.688317774507e-01j
4.947794779478e+09	-4.434543716162e-01+3.795166401066e-01j
4.947914791479e+09	-4.334686381435e-01+3.899417499307e-01j
4.948034803480e+09	-4.232388579289e-01+4.000978785980e-01j
4.948154815482e+09	-4.127651775585e-01+4.099885131129e-01j
4.948274827483e+09	-4.020701422796e-01+4.196100733789e-01j
4.948394839484e+09	-3.911355771326e-01+4.289338277143e-01j
4.948514851485e+09	-3.800044732259e-01+4.379858187752e-01j
4.948634863486e+09	-3.686753278118e-01+4.467646888504e-01j
4.948754875488e+09	-3.571266782955e-01+4.552273139026e-01j
4.948874887489e+09	-3.453957466893e-01+4.633991713173e-01j
4.948994899490e+09	-3.334705018303e-01+4.712721140027e-01j
4.949114911491e+09	-3.213840991780e-01+4.788350342366e-01j
4.949234923492e+09	-3.091236413624e-01+4.860984917915e-01j
4.949354935494e+09	-2.967010091918e-01+4.930315930041e-01j
4.949474947495e+09	-2.841180371328e-01+4.996464345093e-01j
4.949594959496e+09	-2.713937668127e-01+5.059587467977e-01j
4.949714971497e+09	-2.585456144278e-01+5.119228019278e-01j
4.949834983498e+09	-2.455660760105e-01+5.175844002493e-01j
4.949954995500e+09	-2.324557955720e-01+5.229062680778e-01j
4.950075007501e+09	-2.192448378585e-01+5.278902207095e-01j
4.950195019502e+09	-2.059275973152e-01+5.325538463546e-01j
4.950315031503e+09	-1.925104962723e-01+5.368778474611e-01j
4.950435043504e+09	-1.789974304843e-01+5.408538149875e-01j
4.950555055506e+09	-1.654304649020e-01+5.444876352319e-01j
4.950675067507e+09	-1.517909747756e-01+5.477958269664e-01j
4.950795079508e+09	-1.380733560857e-01+5.507469255302e-01j
4.950915091509e+09	-1.243099948166e-01+5.533761498728e-01j
4.951035103510e+09	-1.105202050492e-01+5.556463104482e-01j
4.951155115512e+09	-9.667736984261e-02+5.575808670158e-01j
4.951275127513e+09	-8.281576404879e-02+5.591697134010e-01j
4.951395139514e+09	-6.892852808659e-02+5.604044540603e-01j
4.951515151515e+09	-5.505851099025e-02+5.613149779825e-01j
4.951635163516e+09	-4.114184354676e-02+5.618600127310e-01j
4.951755175518e+09	-2.727177956122e-02+5.620740855150e-01j
4.951875187519e+09	-1.338862734675e-02+5.619398685742e-01j
4.951995199520e+09	4.377633154858e-04+5.614653143878e-01j
4.952115211521e+09	1.425341790572e-02+5.606490782351e-01j
4.952235223522e+09	2.802003283722e-02+5.594939683830e-01j
4.952355235524e+09	4.174027931660e-02+5.580065177576e-01j
4.952475247525e+09	5.539717038572e-02+5.561821792936e-01j
4.952595259526e+09	6.898688506734e-02+5.540209413943e-01j
4.952715271527e+09	8.251831848200e-02+5.515260301104e-01j
4.952835283528e+09	9.594458458275e-02+5.487043735394e-01j
4.952955295530e+09	1.092932020399e-01+5.455558154478e-01j
4.953075307531e+09	1.225400330693e-01+5.420978991540e-01j
4.953195319532e+09	1.356821523699e-01+5.382992828743e-01j
4.953315331533e+09	1.487131859255e-01+5.341852733472e-01j
4.953435343534e+09	1.616169819248e-01+5.297729334675e-01j
4.953555355536e+09	1.743930368599e-01+5.250368825845e-01j
4.953675367537e+09	1.870424684148e-01+5.199975370313e-01j
4.953795379538e+09	1.995362733916e-01+5.146564319144e-01j
4.953915391539e+09	2.118685900176e-01+5.090151188383e-01j
4.954035403540e+09	2.240696237377e-01+5.030723985864e-01j
4.954155415542e+09	2.360862346657e-01+4.968466681622e-01j
4.954275427543e+09	2.479395679541e-01+4.903274719803e-01j
4.954395439544e+09	2.596060197279e-01+4.835350178123e-01j
4.954515451545e+09	2.710941236644e-01+4.764662771249e-01j
4.954635463546e+09	2.823859838534e-01+4.691170385972e-01j
4.954755475548e+09	2.934813164310e-01+4.615209147758e-01j
4.954875487549e+09	3.043678133381e-01+4.536457508408e-01j
4.954995499550e+09	3.150616895372e-01+4.455241812535e-01j
4.955115511551e+09	3.255052353174e-01+4.371583422031e-01j
4.955235523552e+09	3.357622171853e-01+4.285496458946e-01j
4.955355535554e+09	3.457651109754e-01+4.196824789449e-01j
4.955475547555e+09	3.555425839009e-01+4.105978093695e-01j
4.955595559556e+09	3.650895071177e-01+4.012844839057e-01j
4.955715571557e+09	3.743853394787e-01+3.917643046830e-01j
4.955835583558e+09	3.834403418933e-01+3.820136298675e-01j
4.955955595560e+09	3.922345774129e-01+3.720603033837e-01j
4.956075607561e+09	4.007660517157e-01+3.619175639512e-01j
4.956195619562e+09	4.090382893660e-01+3.515756449181e-01j
4.956315631563e+09	4.170586233879e-01+3.410414584458e-01j
4.956435643564e+09	4.247880556643e-01+3.303422224085e-01j
4.956555655566e+09	4.322508172395e-01+3.194463261042e-01j
4.956675667567e+09	4.394349136547e-01+3.084080411586e-01j
4.956795679568e+09	4.463274432304e-01+2.972064548498e-01j
4.956915691569e+09	4.529521863806e-01+2.858460030361e-01j
4.957035703570e+09	4.592708366372e-01+2.743483530952e-01j
4.957155715572e+09	4.653012184920e-01+2.627052052758e-01j
4.957275727573e+09	4.710241244627e-01+2.509397971418e-01j
4.957395739574e+09	4.764744564822e-01+2.390596628963e-01j
4.957515751575e+09	4.816197021434e-01+2.270695645271e-01j
4.957635763576e+09	4.864570447734e-01+2.149712300653e-01j
4.957755775578e+09	4.909857047990e-01+2.027450348562e-01j
4.957875787579e+09	4.952288026535e-01+1.904617092409e-01j
4.957995799580e+09	4.991288381969e-01+1.780656312776e-01j
4.958115811581e+09	5.027350687845e-01+1.656202488674e-01j
4.958235823582e+09	5.060389789236e-01+1.531033326787e-01j
4.958355835584e+09	5.090331467113e-01+1.405132354770e-01j
4.958475847585e+09	5.117018730857e-01+1.278722348698e-01j
4.958595859586e+09	5.140592959803e-01+1.151921518218e-01j
4.958715871587e+09	5.161018684632e-01+1.024690679183e-01j
4.958835883588e+09	5.178364719355e-01+8.972225477358e-02j
4.958955895590e+09	5.192651210878e-01+7.695721772038e-02j
4.959075907591e+09	5.203644008126e-01+6.418230239325e-02j
4.959195919592e+09	5.211626263742e-01+5.139820324855e-02j
4.959315931593e+09	5.216235246803e-01+3.860458764139e-02j
4.959435943594e+09	5.217893057316e-01+2.582928465112e-02j
4.959555955596e+09	5.216360129523e-01+1.306802614815e-02j
4.959675967597e+09	5.211874414516e-01+3.299165775458e-04j
4.959795979598e+09	5.204054824359e-01-1.237611823463e-02j
4.959915991599e+09	5.193239950900e-01-2.503781158881e-02j
4.960036003600e+09	5.179432584606e-01-3.764379125720e-02j
4.960156015602e+09	5.162416420431e-01-5.021149209093e-02j
4.960276027603e+09	5.142492318702e-01-6.270111553274e-02j
4.960396039604e+09	5.119438072467e-01-7.513504804621e-02j
4.960516051605e+09	5.093489151549e-01-8.748011285691e-02j
4.960636063606e+09	5.064560992967e-01-9.976135866267e-02j
4.960756075608e+09	5.032592839661e-01-1.119301714141e-01j
4.960876087609e+09	4.997840631406e-01-1.240130389520e-01j
4.960996099610e+09	4.960095208399e-01-1.359877830462e-01j
4.961116111611e+09	4.919454407150e-01-1.478448304292e-01j
4.961236123612e+09	4.876044390887e-01-1.595945328982e-01j
4.961356135614e+09	4.829936031670e-01-1.712105743244e-01j
4.961476147615e+09	4.780948668419e-01-1.826823784730e-01j
4.961596159616e+09	4.729378536526e-01-1.940335395058e-01j
4.961716171617e+09	4.675072223349e-01-2.052380326875e-01j
4.961836183618e+09	4.618009360813e-01-2.162913896253e-01j
4.961956195620e+09	4.558501936957e-01-2.271782976132e-01j
4.962076207621e+09	4.496393266905e-01-2.379089117487e-01j
4.962196219622e+09	4.431709856766e-01-2.484699105955e-01j
4.962316231623e+09	4.364713528785e-01-2.588673698053e-01j
4.962436243624e+09	4.295165600529e-01-2.690555936994e-01j
4.962556255626e+09	4.223315139039e-01-2.790794281696e-01j
4.962676267627e+09	4.149102273699e-01-2.889077918612e-01j
4.962796279628e+09	4.072658721182e-01-2.985322382522e-01j
4.962916291629e+09	3.994052703707e-01-3.079567091039e-01j
4.963036303630e+09	3.913223962204e-01-3.171762232205e-01j
4.963156315632e+09	3.830377123471e-01-3.261765397281e-01j
4.963276327633e+09	3.745320565211e-01-3.349750854577e-01j
4.963396339634e+09	3.658375410523e-01-3.435492591064e-01j
4.963516351635e+09	3.569536340426e-01-3.518873372410e-01j
4.963636363636e+09	3.478765059263e-01-3.600056803318e-01j
4.963756375638e+09	3.386165101906e-01-3.678718285284e-01j
4.963876387639e+09	3.291863591735e-01-3.755206181873e-01j
4.963996399640e+09	3.195802438237e-01-3.829174268919e-01j
4.964116411641e+09	3.098109990357e-01-3.900675299502e-01j
4.964236423642e+09	2.998887186133e-01-3.969719234365e-01j
4.964356435644e+09	2.898159760086e-01-4.036143027496e-01j
4.964476447645e+09	2.795988436405e-01-4.100092530180e-01j
4.964596459646e+09	2.692493534009e-01-4.161409018548e-01j
4.964716471647e+09	2.587534110610e-01-4.220103667116e-01j
4.964836483648e+09	2.481500024351e-01-4.276133729498e-01j
4.964956495650e+09	2.374169341014e-01-4.329600344877e-01j
4.965076507651e+09	2.265777716352e-01-4.380266638881e-01j
4.965196519652e+09	2.156339847389e-01-4.428346858553e-01j
4.965316531653e+09	2.045898948607e-01-4.473625629488e-01j
4.965436543654e+09	1.934736556496e-01-4.516059498679e-01j
4.965556555656e+09	1.822434582585e-01-4.555872800283e-01j
4.965676567657e+09	1.709576452112e-01-4.592881812914e-01j
4.965796579658e+09	1.595936184447e-01-4.626989139804e-01j
4.965916591659e+09	1.481692038209e-01-4.658322412790e-01j
4.966036603660e+09	1.366891358047e-01-4.686871146805e-01j
4.966156615662e+09	1.251691934064e-01-4.712502484347e-01j
4.966276627663e+09	1.135985339379e-01-4.735323358586e-01j
4.966396639664e+09	1.020024817817e-01-4.755404469981e-01j
4.966516651665e+09	9.035641672913e-02-4.772530187574e-01j
4.966636663666e+09	7.870646973671e-02-4.786940101724e-01j
4.966756675668e+09	6.703532392919e-02-4.798387813863e-01j
4.966876687669e+09	5.536469386796e-02-4.807024144597e-01j
4.966996699670e+09	4.368469614208e-02-4.812832280471e-01j
4.967116711671e+09	3.201406860496e-02-4.815783861458e-01j
4.967236723672e+09	2.035212683602e-02-4.815922389508e-01j
4.967356735674e+09	8.716865910831e-03-4.813289030176e-01j
4.967476747675e+09	-2.901608552864e-03-4.807805797019e-01j
4.967596759676e+09	-1.448136242050e-02-4.799475898714e-01j
4.967716771677e+09	-2.600940407918e-02-4.788440805450e-01j
4.967836783678e+09	-3.748827334259e-02-4.774631946306e-01j
4.967956795680e+09	-4.892558490526e-02-4.758032405541e-01j
4.968076807681e+09	-6.030418874586e-02-4.738679035091e-01j
4.968196819682e+09	-7.160473889209e-02-4.716693698150e-01j
4.968316831683e+09	-8.284837931098e-02-4.692095521177e-01j
4.968436843684e+09	-9.399902067969e-02-4.664658668097e-01j
4.968556855686e+09	-1.050480395612e-01-4.634587167588e-01j
4.968676867687e+09	-1.160316074604e-01-4.601934914169e-01j
4.968796879688e+09	-1.269216193630e-01-4.566715501561e-01j
4.968916891689e+09	-1.376862747100e-01-4.529089326026e-01j
4.969036903690e+09	-1.483552908535e-01-4.488731609175e-01j
4.969156915692e+09	-1.588960274475e-01-4.445860591885e-01j
4.969276927693e+09	-1.693292879275e-01-4.400707985432e-01j
4.969396939694e+09	-1.796321944269e-01-4.352955648190e-01j
4.969516951695e+09	-1.897893491713e-01-4.302909907232e-01j
4.969636963696e+09	-1.998153872809e-01-4.250448647082e-01j
4.969756975698e+09	-2.096948928190e-01-4.195667298143e-01j
4.969876987699e+09	-2.194255291326e-01-4.138585269242e-01j
4.969996999700e+09	-2.290018782078e-01-4.079386082423e-01j
4.970117011701e+09	-2.384109142712e-01-4.017886126114e-01j
4.970237023702e+09	-2.476688513132e-01-3.954281596480e-01j
4.970357035704e+09	-2.567452687893e-01-3.888534916376e-01j
4.970477047705e+09	-2.656543365990e-01-3.820753971687e-01j
4.970597059706e+09	-2.743754653731e-01-3.750846674532e-01j
4.970717071707e+09	-2.829177920781e-01-3.679018455120e-01j
4.970837083708e+09	-2.912725219355e-01-3.605473933331e-01j
4.970957095710e+09	-2.994392780247e-01-3.529866166638e-01j
4.971077107711e+09	-3.074114350330e-01-3.452414386058e-01j
4.971197119712e+09	-3.151715651584e-01-3.373174413261e-01j
4.971317131713e+09	-3.227253866167e-01-3.292414205343e-01j
4.971437143714e+09	-3.300862501424e-01-3.209800296081e-01j
4.971557155716e+09	-3.372277037058e-01-3.125562170325e-01j
4.971677167717e+09	-3.441441716971e-01-3.039878764190e-01j
4.971797179718e+09	-3.508584268335e-01-2.952592913433e-01j
4.971917191719e+09	-3.573464251880e-01-2.863909470904e-01j
4.972037203720e+09	-3.636110917647e-01-2.773759640480e-01j
4.972157215722e+09	-3.696431041499e-01-2.682389976934e-01j
4.972277227723e+09	-3.754466999355e-01-2.589709051084e-01j
4.972397239724e+09	-3.810078416187e-01-2.495734773070e-01j
4.972517251725e+09	-3.863524928456e-01-2.400649733342e-01j
4.972637263726e+09	-3.914468237697e-01-2.304509989606e-01j
4.972757275728e+09	-3.963141845917e-01-2.207328537563e-01j
4.972877287729e+09	-4.009137202294e-01-2.109068000509e-01j
4.972997299730e+09	-4.052971810110e-01-2.009916219293e-01j
4.973117311731e+09	-4.094200846120e-01-1.909981428897e-01j
4.973237323732e+09	-4.133000219832e-01-1.809149218974e-01j
4.973357335734e+09	-4.169294694309e-01-1.707733024645e-01j
4.973477347735e+09	-4.203153726396e-01-1.605464572070e-01j
4.973597359736e+09	-4.234443383485e-01-1.502690536233e-01j
4.973717371737e+09	-4.263224460534e-01-1.399175625853e-01j
4.973837383738e+09	-4.289482399602e-01-1.295360758819e-01j
4.973957395740e+09	-4.313094974419e-01-1.191166070731e-01j
4.974077407741e+09	-4.334401637545e-01-1.086423196154e-01j
4.974197419742e+09	-4.353001056501e-01-9.815280962881e-02j
4.974317431743e+09	-4.369127524017e-01-8.761160791605e-02j
4.974437443744e+09	-4.382722762171e-01-7.708176172126e-02j
4.974557455746e+09	-4.393757307810e-01-6.653047368808e-02j
4.974677467747e+09	-4.402212515536e-01-5.595403262999e-02j
4.974797479748e+09	-4.408246851537e-01-4.540398791597e-02j
4.974917491749e+09	-4.411632556743e-01-3.485876161578e-02j
4.975037503750e+09	-4.412414136645e-01-2.431812423563e-02j
4.975157515752e+09	-4.410755021111e-01-1.378682642643e-02j
4.975277527753e+09	-4.406626675476e-01-3.288810674820e-03j
4.975397539754e+09	-4.399994848220e-01+7.183202104835e-03j
